species	id	protein	query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Loner_Ele4_pol#LINE/I	0.235	1127	685	46	122	1159	34	1072	9.083E-41	165
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	IVK_DM_pol#LINE/I	0.234	1158	770	37	101	1190	15	1123	2.614E-53	207
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-16_SP_pol#LINE/L2	0.234	520	338	16	499	1010	483	950	1.61E-27	121
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-1_NVi_pol#LINE/L2	0.234	478	342	13	417	877	355	825	2.511E-26	117
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	GB:AAB04627	0.233	714	472	24	102	764	12	700	3.217E-31	134
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-2_CQ_pol#LINE/L2	0.232	447	304	12	504	927	452	882	2.977E-25	114
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-28_BF_pol#LINE/L2	0.231	975	616	31	58	944	31	959	7.386E-39	159
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	I-1_AN_pol#LINE/Tad1	0.225	1082	706	44	180	1211	74	1072	3.305E-26	117
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	AARA8_AG_pol#LINE/I	0.223	1049	684	33	221	1202	103	1087	7.381E-47	185
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	I_DM_pol#LINE/I	0.222	1174	787	40	101	1207	7	1121	4.12E-44	176
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	GB:AAA70222	0.22	1012	672	34	261	1207	28	987	9.723E-39	158
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	GB:AAA74495	0.219	1239	823	41	101	1265	7	1174	3.024E-41	167
LINE/I	TE_000549	gag	IVK_DM_gag#LINE/I	IVK_DM_gag#LINE/I	1	467	0	0	1	467	1	467	1.095E-303	921
LINE/I	TE_000549	gag	IVK_DM_gag#LINE/I	I-2_DR_gag#LINE/I	0.324	237	159	1	75	311	35	270	7.23E-34	136
LINE/I	TE_000549	gag	IVK_DM_gag#LINE/I	I-3_DR_gag#LINE/I	0.311	279	183	5	39	311	3	278	3.171E-33	134
LINE/I	TE_000550	gag	Loner_Ele4_gag#LINE/I	Loner_Ele4_gag#LINE/I	1	432	0	0	1	432	1	432	4.094E-288	874
LINE/I	TE_000551	gag	Loner_gag#LINE/I	Loner_gag#LINE/I	1	459	0	0	1	459	1	459	4.431E-305	925
LINE/I	TE_000551	gag	Loner_gag#LINE/I	I-4_CQ_gag#LINE/I	0.317	438	260	12	36	458	8	421	6.706E-55	199
LINE/I	TE_000551	gag	Loner_gag#LINE/I	Loner_Ele1_gag#LINE/I	0.285	452	280	8	43	458	8	452	7.884E-47	175
LINE/I/Nimb	TE_000552	gag	Nimb-1_CQ_gag#LINE/I-Nimb	Nimb-1_CQ_gag#LINE/I-Nimb	1	455	0	0	1	455	1	455	2.416E-291	885
LINE/I/Nimb	TE_000553	gag	Nimb-1_DPu_gag#LINE/I-Nimb	Nimb-1_DPu_gag#LINE/I-Nimb	1	569	0	0	1	569	1	569	0	1067
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	Nimb-2_AAe_gag#LINE/I-Nimb	1	460	0	0	1	460	1	460	1.028E-296	901
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	Nimb-2_CQ_gag#LINE/I-Nimb	0.515	347	159	4	9	350	11	353	2.226E-102	339
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele43_gag#LINE/I	0.446	318	157	6	4	316	3	306	1.312E-73	255
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele20_gag#LINE/I	0.44	329	168	7	4	331	3	316	9.98E-72	249
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele7_gag#LINE/I	0.432	333	169	8	26	349	21	342	3.946E-72	250
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele8_gag#LINE/I	0.421	261	140	6	43	302	30	280	2.376E-56	204
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele9_gag#LINE/I	0.394	274	159	3	38	306	28	299	7.021E-59	211
LINE/I/Nimb	TE_000554	gag	Nimb-2_AAe_gag#LINE/I-Nimb	I_Ele34_gag#LINE/I	0.378	288	162	4	27	299	21	306	1.683E-52	192
LINE/Jockey	TE_000555	gag	Ag-Jock-1_gag#LINE/Jockey	Ag-Jock-1_gag#LINE/Jockey	1	452	0	0	1	452	1	452	1.92E-303	920
LINE/Jockey	TE_000556	gag	Ag-Outcast-5_gag#LINE/Jockey	Ag-Outcast-5_gag#LINE/Jockey	1	318	0	0	1	318	1	318	1.384E-205	630
LINE/Jockey	TE_000557	gag	BMC1_gag#LINE/Jockey	BMC1_gag#LINE/Jockey	1	561	0	0	1	561	1	561	0	1079
LINE/Jockey	TE_000557	gag	BMC1_gag#LINE/Jockey	GB:BAA76303	1	548	0	0	14	561	1	548	0	1051
LINE/Jockey	TE_000557	gag	BMC1_gag#LINE/Jockey	GB:AAC72920	0.482	288	132	5	189	472	144	418	2.957E-75	263
LINE/Jockey	TE_000557	gag	BMC1_gag#LINE/Jockey	LDT1_gag#LINE/Jockey	0.482	288	132	5	189	472	146	420	2.957E-75	263
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	BS_gag#LINE/Jockey	1	643	0	0	1	643	1	643	0	1244
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	Helena_Ds_gag#LINE/Jockey	0.46	641	276	12	9	642	1	578	1.069E-132	436
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	BS2_gag#LINE/Jockey	0.387	227	135	1	223	445	132	358	1.428E-46	179
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	DOC3_DM_gag#LINE/Jockey	0.278	233	153	5	224	444	233	462	7.687E-25	110
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	FW2_DM_gag#LINE/Jockey	0.277	249	163	8	209	444	31	275	1.684E-19	93
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	DOC2_DM_gag#LINE/Jockey	0.274	233	154	5	224	444	212	441	3.627E-22	101
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	DOC_gag#LINE/Jockey	0.273	249	161	8	224	456	236	480	9.639E-20	93
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	GB:CAA35586	0.273	249	161	8	224	456	221	465	9.639E-20	93
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	Jockey-2_CQ_gag#LINE/Jockey	0.26	288	171	10	249	523	123	381	1.345E-16	83
LINE/Jockey	TE_000558	gag	BS_gag#LINE/Jockey	Jockey_Ele10_gag#LINE/Jockey	0.253	233	147	7	222	435	43	267	4.421E-17	85
LINE/Jockey	TE_000559	pol	BS4_DM_pol#LINE/Jockey	BS4_DM_pol#LINE/Jockey	1	233	0	0	1	233	1	233	1.011E-158	490
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	FW_DM_gag#LINE/Jockey	1	570	0	0	1	570	1	570	0	1131
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-1_DYa_gag#LINE/Jockey	0.497	565	223	13	23	568	7	529	1.891E-146	472
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	DOC4_DM_gag#LINE/Jockey	0.485	447	207	10	132	568	83	516	4.48E-114	378
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-N4_CQ_gag#LINE/Jockey	0.352	122	66	3	368	476	294	415	2.821E-14	75
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-N7_CQ_gag#LINE/Jockey	0.262	305	192	10	200	482	126	419	1.061E-16	83
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-N8_CQ_gag#LINE/Jockey	0.255	290	145	9	206	462	142	393	1.502E-13	73
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-N2_CQ_gag#LINE/Jockey	0.246	325	167	8	206	493	130	413	4.003E-15	78
LINE/Jockey	TE_000560	gag	FW_DM_gag#LINE/Jockey	Jockey-N5_CQ_gag#LINE/Jockey	0.234	290	163	11	192	448	109	372	4.578E-13	71
LINE/Jockey	TE_000561	gag	G5_DM_gag#LINE/Jockey	G5_DM_gag#LINE/Jockey	1	528	0	0	1	528	1	528	0	1060
LINE/Jockey	TE_000561	gag	G5_DM_gag#LINE/Jockey	I-6_AO_gag#LINE/Tad1?	0.311	106	65	5	316	421	53	150	0.0006124	41
LINE/Jockey	TE_000562	gag	GB:AAA28674	GB:AAA28674	1	583	0	0	1	583	1	583	0	1154
LINE/Jockey	TE_000562	gag	GB:AAA28674	LINEJ1_DM_gag#LINE/Jockey	1	583	0	0	1	583	1	583	0	1154
LINE/Jockey	TE_000562	gag	GB:AAA28674	G_DM_gag#LINE/Jockey	0.325	135	88	2	349	480	254	388	1.916E-12	69
LINE/Jockey	TE_000562	gag	GB:AAA28674	G6_DM_gag#LINE/Jockey	0.291	326	193	10	178	490	120	420	2.251E-23	105
LINE/Jockey	TE_000562	gag	GB:AAA28674	DOC5_DM_gag#LINE/Jockey	0.262	312	194	11	230	529	245	532	8.221E-21	96
LINE/Jockey	TE_000563	gag	Hebe_Av_gag#LINE/Jockey	Hebe_Av_gag#LINE/Jockey	1	485	0	0	1	485	1	485	2.722E-307	933
LINE/Jockey	TE_000564	gag	I-1_DR_gag#LINE/Jockey	I-1_DR_gag#LINE/Jockey	1	417	0	0	1	417	1	417	9.557E-278	844
LINE/Jockey	TE_000564	gag	I-1_DR_gag#LINE/Jockey	Nimb-2_DR_gag#LINE/I-Nimb	0.591	411	159	6	11	417	8	413	1.159E-146	465
LINE/Jockey	TE_000564	gag	I-1_DR_gag#LINE/Jockey	Nimb-3_DR_gag#LINE/I-Nimb	0.443	386	187	7	30	401	9	380	5.917E-100	330
LINE/Jockey	TE_000564	gag	I-1_DR_gag#LINE/Jockey	I-5_DR_gag#LINE/I	0.381	312	157	6	98	407	1	278	1.097E-59	212
LINE/Jockey	TE_000564	gag	I-1_DR_gag#LINE/Jockey	I-1_SP_gag#LINE/I	0.293	279	139	4	181	401	2	280	3.618E-32	130
LINE/Jockey	TE_000565	gag	I-2_BF_gag#LINE/Jockey	I-2_BF_gag#LINE/Jockey	1	448	0	0	1	448	1	448	5.457E-293	889
LINE/Jockey	TE_000565	gag	I-2_BF_gag#LINE/Jockey	Outcast-1_BF_gag#LINE/Jockey	0.494	346	157	3	102	447	93	420	1.024E-110	362
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey_Ele2_gag#LINE/Jockey	1	451	0	0	1	451	1	451	2.494E-290	882
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey_Ele3_gag#LINE/Jockey	0.412	378	197	7	85	451	63	426	2.335E-82	280
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey-8_CQ_gag#LINE/Jockey	0.399	388	191	8	81	449	81	445	4.036E-79	271
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey-7_CQ_gag#LINE/Jockey	0.395	399	188	8	79	451	10	381	1.397E-78	269
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey-6_CQ_gag#LINE/Jockey	0.392	385	195	10	83	449	75	438	1.535E-74	257
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Jockey-5_CQ_gag#LINE/Jockey	0.37	397	202	9	80	450	21	395	1.716E-68	239
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Ag-Jen-11_gag#LINE/Jockey	0.359	264	154	6	76	329	20	278	3.377E-45	170
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Ag-Jock-13_gag#LINE/Jockey	0.309	249	154	5	94	332	14	254	7.182E-30	124
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Ag-Jen-1_gag#LINE/Jockey	0.298	345	207	8	112	449	73	389	5.928E-40	154
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	DOC6_DM_gag#LINE/Jockey	0.278	381	241	8	86	451	27	388	3.309E-33	134
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	G3_DM_gag#LINE/Jockey	0.277	227	135	10	112	326	43	252	1.929E-17	85
LINE/Jockey	TE_000566	gag	Jockey_Ele2_gag#LINE/Jockey	Ag-Jock-12_gag#LINE/Jockey	0.258	364	228	9	112	447	84	433	2.805E-31	128
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-1_CQ_gag#LINE/Jockey	1	458	0	0	1	458	1	458	4.424E-299	908
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-N1_CQ_gag#LINE/Jockey	0.518	382	158	7	85	458	44	407	2.956E-116	379
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-4_CQ_gag#LINE/Jockey_2	0.475	360	164	11	107	457	40	383	1.705E-90	304
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey_Ele5_gag#LINE/Jockey	0.39	379	201	10	87	457	61	417	4.037E-66	233
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey_Ele8_gag#LINE/Jockey	0.387	395	203	12	81	457	43	416	4.658E-67	235
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey_Ele7_gag#LINE/Jockey	0.384	406	212	12	70	457	33	418	2.126E-68	239
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-N3_CQ_gag#LINE/Jockey	0.35	322	179	10	138	449	6	307	7.244E-45	169
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-N6B_CQ_gag#LINE/Jockey	0.338	402	216	16	78	457	38	411	4.409E-49	182
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-N6C_CQ_gag#LINE/Jockey	0.328	399	220	13	78	457	36	405	8.1E-49	181
LINE/Jockey	TE_000567	gag	Jockey-1_CQ_gag#LINE/Jockey	Jockey-N6_CQ_gag#LINE/Jockey	0.316	417	218	16	78	458	38	423	6.012E-44	167
LINE/Jockey	TE_000568	gag	Juan-A_gag#LINE/Jockey	GB:AAA29355	1	498	0	0	1	498	1	498	0	1007
LINE/Jockey	TE_000568	gag	Juan-A_gag#LINE/Jockey	Juan-A_gag#LINE/Jockey	1	498	0	0	1	498	1	498	0	1007
LINE/Jockey	TE_000568	gag	Juan-A_gag#LINE/Jockey	GB:AAA28290	0.402	470	232	13	35	498	39	465	5.998E-94	316
LINE/Jockey	TE_000568	gag	Juan-A_gag#LINE/Jockey	Juan-C_gag#LINE/Jockey	0.402	470	232	13	35	498	39	465	5.998E-94	316
LINE/Jockey	TE_000568	gag	Juan-A_gag#LINE/Jockey	Jockey-3_CQ_gag#LINE/Jockey	0.39	499	261	12	6	498	4	465	1.438E-95	321
LINE/Jockey	TE_000569	gag	Outcast_gag#LINE/Jockey	Outcast_gag#LINE/Jockey	1	431	0	0	1	431	1	431	3.798E-278	846
LINE/Jockey	TE_000569	gag	Outcast_gag#LINE/Jockey	Ag-Outcast-2_gag#LINE/Jockey	0.457	304	159	5	1	300	1	302	3.467E-71	246
LINE/Jockey	TE_000569	gag	Outcast_gag#LINE/Jockey	GB:AAA70221	0.366	259	140	7	49	288	21	274	1.97E-35	140
LINE/Jockey	TE_000569	gag	Outcast_gag#LINE/Jockey	I_DM_gag#LINE/I	0.366	259	140	7	49	288	21	274	1.97E-35	140
LINE/Jockey	TE_000569	gag	Outcast_gag#LINE/Jockey	GB:AAA74494	0.364	255	140	6	52	288	24	274	1.325E-36	144
LINE/Jockey	TE_000570	gag	Spock_DMi_gag#LINE/Jockey	Spock_DMi_gag#LINE/Jockey	1	237	0	0	1	237	1	237	4.746E-159	491
LINE/Jockey	TE_000571	pol	Spock_DMi_pol#LINE/Jockey	Spock_DMi_pol#LINE/Jockey	1	993	0	0	1	993	1	993	0	2007
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-4_HR_pol#LINE/Jockey	1	1116	0	0	1	1116	1	1116	0	2302
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-2_HR_pol#LINE/Jockey	0.647	1020	360	0	94	1113	28	1047	0	1377
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-3_HR_pol#LINE/Jockey	0.644	967	344	0	93	1059	33	999	0	1303
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_HR_pol#LINE/Jockey	0.625	1064	384	3	60	1113	1	1059	0	1378
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-2_CE_pol#LINE/Jockey	0.326	475	290	10	650	1111	1	458	5.304E-56	214
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_CE_pol#LINE/Jockey	0.312	949	587	27	199	1111	3	921	5.751E-118	408
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_CJ_pol#LINE/Jockey	0.299	1041	684	21	99	1114	19	1038	8.357E-132	450
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_EE_pol#LINE/Jockey	0.295	830	484	31	101	890	24	792	1.223E-64	242
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_AAl_pol#LINE/Jockey	0.294	824	489	29	103	890	26	792	2.258E-65	244
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Ingi-2_BF_pol#LINE/Jockey	0.286	799	513	21	182	957	47	811	3.138E-74	273
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Rex1-21_NV_pol#LINE/Rex-Babar	0.281	135	93	3	814	948	70	200	2.437E-05	47
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_Tcas_pol#LINE/Jockey	0.275	843	541	24	101	918	45	842	2.258E-65	244
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-2_Acar_pol#LINE/Jockey	0.274	850	564	20	83	916	10	822	1.43E-79	289
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_Lch_pol#LINE/Jockey	0.273	878	554	31	198	1051	82	899	9.171E-60	226
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vngi-3_SPur_pol#LINE/Jockey	0.271	1062	628	31	98	1097	4	981	1.003E-74	274
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_BM_pol#LINE/Jockey	0.27	875	537	30	83	918	12	823	8.757E-64	239
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-3_BF_pol#LINE/Jockey	0.266	675	441	17	306	957	25	668	4.939E-55	211
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_PMa_pol#LINE/Jockey	0.263	1039	665	33	101	1110	53	1019	1.87E-67	251
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_Lme_pol#LINE/Jockey	0.262	983	619	36	103	1051	1	911	1.225E-55	213
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Vingi-1_APis_pol#LINE/Jockey	0.262	871	582	22	107	957	21	850	1.334E-74	274
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	Rex1-23_NV_pol#LINE/Rex-Babar	0.259	620	386	21	386	976	416	991	9.33E-33	138
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	CR1-12_NV#LINE/Rex-Babar	0.251	564	382	18	383	930	272	811	1.346E-30	130
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	REX1-1_BF_pol#LINE/Rex-Babar	0.245	892	589	29	107	967	82	920	2.009E-47	186
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	CR1-18_NV_pol#LINE/Rex-Babar	0.233	830	539	34	129	913	166	942	2.137E-32	136
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	AF221986_Cpa#LINE/Rex-Babar	0.23	928	590	33	103	960	16	888	3.334E-25	113
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	CR1-3_TCa_pol#LINE/CR1	0.227	769	476	27	148	851	81	796	1.62E-35	147
LINE/Jockey	TE_000572	pol	Vingi-4_HR_pol#LINE/Jockey	CR1-11_NV_pol#LINE/Rex-Babar	0.224	944	601	38	103	982	145	1020	4.894E-32	135
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	22208464_Sbi_pol#LINE/L1	1	1323	0	0	1	1323	1	1323	0	2712
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE-4_OS_pol#LINE/L1	0.456	1149	558	8	232	1316	40	1185	2.757E-317	1005
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE-05_OS_pol#LINE/L1	0.453	1162	572	6	211	1312	22	1179	0	1036
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-41_ZM_pol#LINE/L1	0.451	708	371	6	625	1316	2	707	1.246E-191	636
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-7_OS_pol#LINE/L1	0.441	1148	569	8	232	1312	41	1182	4.043E-305	970
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	31126782_Osa_pol#LINE/L1	0.441	1075	474	7	274	1299	14	1010	1.113E-285	913
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-19_SBi_pol#LINE/L1	0.438	1155	579	9	232	1319	81	1232	4.303E-308	978
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-8_SBi#LINE/L1	0.425	1131	584	8	232	1299	41	1168	1.464E-292	933
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-7_SBi_pol#LINE/L1	0.409	1130	604	6	232	1299	41	1168	3.571E-282	902
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	RILN3_OA_pol#LINE/L1	0.401	354	203	5	232	580	31	380	1.898E-71	265
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-4_SBi#LINE/L1	0.397	1151	621	11	232	1317	39	1181	8.982E-245	793
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-7_SBi_pol#LINE/L1	0.388	1153	620	14	232	1312	40	1178	2.138E-237	771
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-42_ZM_pol#LINE/L1	0.385	1154	628	15	232	1315	46	1187	3.047E-233	759
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-39_ZM_pol#LINE/L1	0.383	1175	645	16	210	1312	24	1190	5.525E-235	764
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-38_ZM_pol#LINE/L1	0.381	1122	612	15	232	1283	52	1160	4.612E-219	717
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-5_SBi_pol#LINE/L1	0.379	1187	657	14	210	1321	11	1192	8.874E-234	760
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	RILN1_OA_pol#LINE/L1	0.372	448	234	4	232	634	102	547	1.803E-79	291
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-16_SBi#LINE/L1_2	0.367	1179	663	16	210	1316	11	1178	1.848E-217	712
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-1_SBi_pol#LINE/L1	0.363	1192	666	21	210	1323	11	1187	1.006E-215	707
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	TREP52_pol#LINE/L1	0.357	981	563	9	210	1128	12	986	2.119E-185	617
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	RILN7_OS_pol#LINE/L1	0.347	426	227	5	232	610	31	452	1.25E-62	236
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	50901338_Osa_pol#LINE/L1	0.318	1160	565	12	210	1299	35	1038	3.294E-184	614
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1-11_SBi_pol#LINE/L1	0.301	1169	704	20	232	1313	47	1189	2.737E-144	494
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-1_Mad_pol#LINE/L1	0.294	1193	693	29	232	1305	36	1198	3.913E-140	481
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-2_PTr_pol#LINE/L1	0.287	1177	716	24	214	1285	18	1176	3.168E-122	426
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1A2_MT_pol#LINE/L1	0.283	916	523	23	507	1308	24	919	9.044E-83	302
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	L1-4_PTr_pol#LINE/L1	0.282	1165	701	23	231	1285	35	1174	2.36E-122	426
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	SHALINE15_MT_pol#LINE/L1	0.277	1183	705	27	218	1283	22	1171	1.816E-115	405
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1J_MT_pol#LINE/L1	0.265	1194	731	29	232	1304	36	1203	1.83E-102	364
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1A1_MT_pol#LINE/L1	0.258	1201	742	31	232	1312	36	1207	3.207E-96	345
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1I_MT_pol#LINE/L1	0.248	1145	714	29	219	1298	25	1087	7.458E-85	308
LINE/L1	TE_000573	pol	22208464_Sbi_pol#LINE/L1	LINE1G_MT_pol#LINE/L1	0.239	1198	754	28	232	1304	36	1200	2.69E-88	319
LINE/L1	TE_000574	pol	31431557_Osa_pol#LINE/L1	31431557_Osa_pol#LINE/L1	1	1509	0	0	1	1509	1	1509	0	3126
LINE/L1	TE_000574	pol	31431557_Osa_pol#LINE/L1	TAR2_TA_pol#LINE/L1	0.431	526	282	3	629	1141	120	641	1.578E-130	455
LINE/L1	TE_000574	pol	31431557_Osa_pol#LINE/L1	L1-14_Mad_pol#LINE/L1	0.362	1142	574	25	396	1402	63	1184	2.867E-202	674
LINE/L1	TE_000574	pol	31431557_Osa_pol#LINE/L1	SHALINE18_MT_pol#LINE/L1	0.361	914	489	12	634	1471	116	1010	2.611E-174	589
LINE/L1	TE_000574	pol	31431557_Osa_pol#LINE/L1	SHALINE8_MT_pol#LINE/L1	0.35	1024	546	15	396	1317	105	1110	5.483E-184	619
